adverse_event	select_target_uniprot	select_target_symbol
breath_sounds_abnormal	P62937	PPIA
breath_sounds_abnormal	Q01959	SLC6A3
breath_sounds_abnormal	Q04759	PRKCQ
breath_sounds_abnormal	Q07343	PDE4B
breath_sounds_abnormal	Q08499	PDE4D
breath_sounds_abnormal	Q13002	GRIK2
breath_sounds_abnormal	Q13946	PDE7A
breath_sounds_abnormal	Q14416	GRM2
breath_sounds_abnormal	Q15059	BRD3
breath_sounds_abnormal	Q15722	LTB4R
breath_sounds_abnormal	Q16769	QPCT
breath_sounds_abnormal	Q86X55	CARM1
breath_sounds_abnormal	Q9UHL4	DPP7
breath_sounds_abnormal	Q9UM73	ALK
breath_sounds_abnormal	Q9Y5Z0	BACE2
respiratory_rate_increased	P00533	EGFR
respiratory_rate_increased	P10721	KIT
respiratory_rate_increased	P11086	PNMT
respiratory_rate_increased	P15144	ANPEP
respiratory_rate_increased	P23975	SLC6A2
respiratory_rate_increased	P25100	ADRA1D
respiratory_rate_increased	P25105	PTAFR
respiratory_rate_increased	P43235	CTSK
respiratory_rate_increased	P53667	LIMK1
respiratory_rate_increased	Q02750	MAP2K1
respiratory_rate_increased	Q9HAZ1	CLK4
weight_decreased	O14684	PTGES
weight_decreased	O14920	IKBKB
weight_decreased	O14965	AURKA
weight_decreased	O15379	HDAC3
weight_decreased	O43353	RIPK2
weight_decreased	P06493	CDK1
weight_decreased	P07099	EPHX1
weight_decreased	P08172	CHRM2
weight_decreased	P11473	VDR
weight_decreased	P20292	ALOX5AP
weight_decreased	P20648	ATP4A
weight_decreased	P23458	JAK1
weight_decreased	P27338	MAOB
weight_decreased	P30291	WEE1
weight_decreased	P34998	CRHR1
weight_decreased	P35462	DRD3
weight_decreased	P43116	PTGER2
weight_decreased	P47871	GCGR
weight_decreased	P68400	CSNK2A1
weight_decreased	Q13002	GRIK2
weight_decreased	Q14432	PDE3A
weight_decreased	Q15078	CDK5R1
weight_decreased	Q86X55	CARM1
weight_decreased	Q92847	GHSR
weight_decreased	Q9NTG7	SIRT3
blood_albumin_decreased	O43353	RIPK2
blood_albumin_decreased	P09874	PARP1
blood_albumin_decreased	P11473	VDR
blood_albumin_decreased	P12931	SRC
blood_albumin_decreased	P14416	DRD2
blood_albumin_decreased	P25103	TACR1
blood_albumin_decreased	P31644	GABRA5
blood_albumin_decreased	P41145	OPRK1
blood_albumin_decreased	P43116	PTGER2
blood_albumin_decreased	P47900	P2RY1
blood_albumin_decreased	P48147	PREP
blood_albumin_decreased	Q07912	TNK2
blood_albumin_decreased	Q6V1X1	DPP8
blood_albumin_decreased	Q86TI2	DPP9
blood_albumin_decreased	Q9ULX7	CA14
blood_albumin_decreased	Q9Y251	HPSE
c-reactive_protein_increased	P06213	INSR
c-reactive_protein_increased	P07900	HSP90AA1
c-reactive_protein_increased	P07949	RET
c-reactive_protein_increased	P08069	IGF1R
c-reactive_protein_increased	P20309	CHRM3
c-reactive_protein_increased	P23280	CA6
c-reactive_protein_increased	P28845	HSD11B1
c-reactive_protein_increased	P30968	GNRHR
c-reactive_protein_increased	P35346	SSTR5
c-reactive_protein_increased	P35367	HRH1
c-reactive_protein_increased	P35968	KDR
c-reactive_protein_increased	P37288	AVPR1A
c-reactive_protein_increased	P41143	OPRD1
c-reactive_protein_increased	P43681	CHRNA4
c-reactive_protein_increased	P55210	CASP7
c-reactive_protein_increased	P80365	HSD11B2
c-reactive_protein_increased	Q14416	GRM2
c-reactive_protein_increased	Q9Y2D0	CA5B
protein_total_decreased	O14965	AURKA
protein_total_decreased	P08581	MET
protein_total_decreased	P09874	PARP1
protein_total_decreased	P11473	VDR
protein_total_decreased	P14324	FDPS
protein_total_decreased	P14416	DRD2
protein_total_decreased	P15121	AKR1B1
protein_total_decreased	P18405	SRD5A1
protein_total_decreased	P21731	TBXA2R
protein_total_decreased	P23458	JAK1
protein_total_decreased	P25090	FPR2
protein_total_decreased	P34998	CRHR1
protein_total_decreased	P35348	ADRA1A
protein_total_decreased	P43116	PTGER2
protein_total_decreased	P49286	MTNR1B
protein_total_decreased	P50281	MMP14
protein_total_decreased	P51677	CCR3
protein_total_decreased	P51946	CCNH
protein_total_decreased	P68400	CSNK2A1
protein_total_decreased	Q16581	C3AR1
protein_total_decreased	Q16665	HIF1A
protein_total_decreased	Q16832	DDR2
protein_total_decreased	Q9BUB5	MKNK1
protein_total_decreased	Q9BY41	HDAC8
protein_total_decreased	Q9ULX7	CA14
drug_level_increased	O00519	FAAH
drug_level_increased	P03952	KLKB1
drug_level_increased	P04035	HMGCR
drug_level_increased	P07384	CAPN1
drug_level_increased	P08238	HSP90AB1
drug_level_increased	P08908	HTR1A
drug_level_increased	P08912	CHRM5
drug_level_increased	P11473	VDR
drug_level_increased	P15056	BRAF
drug_level_increased	P16109	SELP
drug_level_increased	P19438	TNFRSF1A
drug_level_increased	P19634	SLC9A1
drug_level_increased	P20292	ALOX5AP
drug_level_increased	P20309	CHRM3
drug_level_increased	P29371	TACR3
drug_level_increased	P34913	EPHX2
drug_level_increased	P35367	HRH1
drug_level_increased	P41143	OPRD1
drug_level_increased	P41145	OPRK1
drug_level_increased	P45452	MMP13
drug_level_increased	P47871	GCGR
drug_level_increased	P48147	PREP
drug_level_increased	P49682	CXCR3
drug_level_increased	P50579	METAP2
drug_level_increased	P62942	FKBP1A
drug_level_increased	P80365	HSD11B2
drug_level_increased	Q02763	TEK
drug_level_increased	Q07343	PDE4B
drug_level_increased	Q13946	PDE7A
drug_level_increased	Q15059	BRD3
drug_level_increased	Q92847	GHSR
drug_level_increased	Q9H244	P2RY12
drug_level_increased	Q9UM73	ALK
drug_level_increased	Q9UNA0	ADAMTS5
drug_level_increased	Q9Y243	AKT3
drug_level_increased	Q9Y251	HPSE
blood_potassium_increased	P00374	DHFR
blood_potassium_increased	P05412	JUN
blood_potassium_increased	P08254	MMP3
blood_potassium_increased	P11086	PNMT
blood_potassium_increased	P15144	ANPEP
blood_potassium_increased	P22303	ACHE
blood_potassium_increased	P25774	CTSS
blood_potassium_increased	P27338	MAOB
blood_potassium_increased	P31644	GABRA5
blood_potassium_increased	P45452	MMP13
blood_potassium_increased	P48736	PIK3CG
blood_potassium_increased	P78536	ADAM17
blood_potassium_increased	Q9Y2D0	CA5B
acidosis	O43613	HCRTR1
acidosis	O75908	SOAT2
acidosis	O94925	GLS
acidosis	P00519	ABL1
acidosis	P00797	REN
acidosis	P05067	APP
acidosis	P06213	INSR
acidosis	P06401	PGR
acidosis	P07099	EPHX1
acidosis	P08254	MMP3
acidosis	P08709	F7
acidosis	P10827	THRA
acidosis	P31639	SLC5A2
acidosis	P43116	PTGER2
acidosis	P47869	GABRA2
acidosis	P50281	MMP14
acidosis	P51946	CCNH
acidosis	P62942	FKBP1A
acidosis	Q01959	SLC6A3
acidosis	Q13002	GRIK2
acidosis	Q9Y243	AKT3
decreased_appetite	O14939	PLD2
decreased_appetite	O14965	AURKA
decreased_appetite	O15379	HDAC3
decreased_appetite	O94925	GLS
decreased_appetite	P00734	F2
decreased_appetite	P06213	INSR
decreased_appetite	P07099	EPHX1
decreased_appetite	P09467	FBP1
decreased_appetite	P12931	SRC
decreased_appetite	P13497	BMP1
decreased_appetite	P17706	PTPN2
decreased_appetite	P22748	CA4
decreased_appetite	P23280	CA6
decreased_appetite	P24941	CDK2
decreased_appetite	P29274	ADORA2A
decreased_appetite	P30874	SSTR2
decreased_appetite	P35354	PTGS2
decreased_appetite	P35498	SCN1A
decreased_appetite	P39748	FEN1
decreased_appetite	P42338	PIK3CB
decreased_appetite	P47900	P2RY1
decreased_appetite	P51946	CCNH
decreased_appetite	P61073	CXCR4
decreased_appetite	P68400	CSNK2A1
decreased_appetite	Q02763	TEK
decreased_appetite	Q12908	SLC10A2
decreased_appetite	Q15078	CDK5R1
decreased_appetite	Q92847	GHSR
decreased_appetite	Q969S8	HDAC10
decreased_appetite	Q9NTG7	SIRT3
failure_to_thrive	P07900	HSP90AA1
failure_to_thrive	P08311	CTSG
failure_to_thrive	P08842	STS
failure_to_thrive	P12931	SRC
failure_to_thrive	P14867	GABRA1
failure_to_thrive	P15121	AKR1B1
failure_to_thrive	P23458	JAK1
failure_to_thrive	P30556	AGTR1
failure_to_thrive	P31749	AKT1
failure_to_thrive	P80365	HSD11B2
failure_to_thrive	Q12908	SLC10A2
failure_to_thrive	Q6V1X1	DPP8
failure_to_thrive	Q7Z601	GPR142
failure_to_thrive	Q86TI2	DPP9
failure_to_thrive	Q969S8	HDAC10
malnutrition	P04626	ERBB2
malnutrition	P25105	PTAFR
malnutrition	P48147	PREP
malnutrition	Q14416	GRM2
malnutrition	Q15078	CDK5R1
malnutrition	Q86X55	CARM1
malnutrition	Q92847	GHSR
malnutrition	Q96EB6	SIRT1
malnutrition	Q96GD4	AURKB
malnutrition	Q9H228	S1PR5
malnutrition	Q9Y5Z0	BACE2
obesity	O15379	HDAC3
obesity	O15530	PDPK1
obesity	P00742	F10
obesity	P00748	F12
obesity	P05067	APP
obesity	P06401	PGR
obesity	P07384	CAPN1
obesity	P08842	STS
obesity	P08908	HTR1A
obesity	P08912	CHRM5
obesity	P10826	RARB
obesity	P10828	THRB
obesity	P13497	BMP1
obesity	P14867	GABRA1
obesity	P16109	SELP
obesity	P21728	DRD1
obesity	P21918	DRD5
obesity	P23975	SLC6A2
obesity	P27815	PDE4A
obesity	P30542	ADORA1
obesity	P34913	EPHX2
obesity	P35367	HRH1
obesity	P37058	HSD17B3
obesity	P37268	FDFT1
obesity	P39748	FEN1
obesity	P40238	MPL
obesity	P42336	PIK3CA
obesity	P43235	CTSK
obesity	P47871	GCGR
obesity	P51681	CCR5
obesity	P53582	METAP1
obesity	P55263	ADK
obesity	P56817	BACE1
obesity	P62937	PPIA
obesity	P68400	CSNK2A1
obesity	Q01959	SLC6A3
obesity	Q02750	MAP2K1
obesity	Q05655	PRKCD
obesity	Q13547	HDAC1
obesity	Q15858	SCN9A
obesity	Q16769	QPCT
obesity	Q8TDS4	HCAR2
obesity	Q9NYA1	SPHK1
osteopenia	O14757	CHEK1
osteopenia	O43613	HCRTR1
osteopenia	P00748	F12
osteopenia	P04150	NR3C1
osteopenia	P07949	RET
osteopenia	P10721	KIT
osteopenia	P11473	VDR
osteopenia	P14324	FDPS
osteopenia	P15144	ANPEP
osteopenia	P20292	ALOX5AP
osteopenia	P24941	CDK2
osteopenia	P25100	ADRA1D
osteopenia	P26010	ITGB7
osteopenia	P29275	ADORA2B
osteopenia	P35348	ADRA1A
osteopenia	P35354	PTGS2
osteopenia	P36888	FLT3
osteopenia	P41597	CCR2
osteopenia	P47869	GABRA2
osteopenia	P47900	P2RY1
osteopenia	P62993	GRB2
osteopenia	Q02750	MAP2K1
osteopenia	Q07912	TNK2
osteopenia	Q13639	HTR4
osteopenia	Q14416	GRM2
osteopenia	Q86X55	CARM1
osteopenia	Q969S8	HDAC10
osteopenia	Q96RI1	NR1H4
osteopenia	Q9Y243	AKT3
osteopenia	Q9Y251	HPSE
osteopenia	Q9Y5Z0	BACE2
hypocalcaemia	P05067	APP
hypocalcaemia	P07099	EPHX1
hypocalcaemia	P07550	ADRB2
hypocalcaemia	P08253	MMP2
hypocalcaemia	P09467	FBP1
hypocalcaemia	P23921	RRM1
hypocalcaemia	P24557	TBXAS1
hypocalcaemia	P47900	P2RY1
hypocalcaemia	P55055	NR1H2
hypocalcaemia	P68400	CSNK2A1
hypocalcaemia	Q16769	QPCT
hypocalcaemia	Q86TI2	DPP9
hypocalcaemia	Q9Y251	HPSE
electrolyte_imbalance	O14920	IKBKB
electrolyte_imbalance	P10828	THRB
electrolyte_imbalance	P35367	HRH1
electrolyte_imbalance	P43116	PTGER2
electrolyte_imbalance	Q14432	PDE3A
electrolyte_imbalance	Q9NYA1	SPHK1
electrolyte_imbalance	Q9Y2D0	CA5B
hypokalaemia	O15379	HDAC3
hypokalaemia	O43613	HCRTR1
hypokalaemia	P03956	MMP1
hypokalaemia	P08473	MME
hypokalaemia	P22748	CA4
hypokalaemia	P23280	CA6
hypokalaemia	P25021	HRH2
hypokalaemia	P35354	PTGS2
hypokalaemia	P42345	MTOR
hypokalaemia	P43088	PTGFR
hypokalaemia	P62937	PPIA
hypokalaemia	Q02750	MAP2K1
hypokalaemia	Q96GD4	AURKB
hypokalaemia	Q9BY41	HDAC8
hypokalaemia	Q9UHL4	DPP7
dehydration	O14672	ADAM10
dehydration	O14920	IKBKB
dehydration	O15379	HDAC3
dehydration	O60341	KDM1A
dehydration	O60674	JAK2
dehydration	O94925	GLS
dehydration	P00734	F2
dehydration	P06493	CDK1
dehydration	P07099	EPHX1
dehydration	P07339	CTSD
dehydration	P07550	ADRB2
dehydration	P08514	ITGA2B
dehydration	P09874	PARP1
dehydration	P10826	RARB
dehydration	P11086	PNMT
dehydration	P12931	SRC
dehydration	P14324	FDPS
dehydration	P14416	DRD2
dehydration	P14780	MMP9
dehydration	P14902	IDO1
dehydration	P19793	RXRA
dehydration	P22748	CA4
dehydration	P25021	HRH2
dehydration	P27338	MAOB
dehydration	P28336	NMBR
dehydration	P29371	TACR3
dehydration	P31644	GABRA5
dehydration	P35348	ADRA1A
dehydration	P43004	SLC1A2
dehydration	P43119	PTGIR
dehydration	P43166	CA7
dehydration	P47989	XDH
dehydration	P48147	PREP
dehydration	P48736	PIK3CG
dehydration	P49146	NPY2R
dehydration	P50281	MMP14
dehydration	P51677	CCR3
dehydration	P51946	CCNH
dehydration	P61073	CXCR4
dehydration	P78536	ADAM17
dehydration	Q02127	DHODH
dehydration	Q14432	PDE3A
dehydration	Q15078	CDK5R1
dehydration	Q96EB6	SIRT1
dehydration	Q96GD4	AURKB
dehydration	Q99720	SIGMAR1
hypovolaemia	P06401	PGR
hypovolaemia	P08912	CHRM5
hypovolaemia	P09619	PDGFRB
hypovolaemia	P10826	RARB
hypovolaemia	P13612	ITGA4
hypovolaemia	P27815	PDE4A
hypovolaemia	P35367	HRH1
hypovolaemia	P42336	PIK3CA
hypovolaemia	Q12908	SLC10A2
hypovolaemia	Q92847	GHSR
hypovolaemia	Q9NYA1	SPHK1
hypovolaemia	Q9UHL4	DPP7
hypercholesterolaemia	O14684	PTGES
hypercholesterolaemia	O60341	KDM1A
hypercholesterolaemia	O75173	ADAMTS4
hypercholesterolaemia	O95822	MLYCD
hypercholesterolaemia	P00748	F12
hypercholesterolaemia	P03956	MMP1
hypercholesterolaemia	P04035	HMGCR
hypercholesterolaemia	P06401	PGR
hypercholesterolaemia	P11597	CETP
hypercholesterolaemia	P15121	AKR1B1
hypercholesterolaemia	P21728	DRD1
hypercholesterolaemia	P25021	HRH2
hypercholesterolaemia	P29466	CASP1
hypercholesterolaemia	P35346	SSTR5
hypercholesterolaemia	P35367	HRH1
hypercholesterolaemia	P36888	FLT3
hypercholesterolaemia	P39748	FEN1
hypercholesterolaemia	P40238	MPL
hypercholesterolaemia	P43116	PTGER2
hypercholesterolaemia	P48039	MTNR1A
hypercholesterolaemia	P55072	VCP
hypercholesterolaemia	P55263	ADK
hypercholesterolaemia	P61073	CXCR4
hypercholesterolaemia	P62937	PPIA
hypercholesterolaemia	Q14416	GRM2
hypercholesterolaemia	Q6V1X1	DPP8
hypercholesterolaemia	Q86TI2	DPP9
hypercholesterolaemia	Q969S8	HDAC10
hypercholesterolaemia	Q9BY41	HDAC8
hypercholesterolaemia	Q9GZT9	EGLN1
hypercholesterolaemia	Q9Y2D0	CA5B
hyperlipidaemia	O00519	FAAH
hyperlipidaemia	O15379	HDAC3
hyperlipidaemia	O75116	ROCK2
hyperlipidaemia	P00519	ABL1
hyperlipidaemia	P03956	MMP1
hyperlipidaemia	P07477	PRSS1
hyperlipidaemia	P07858	CTSB
hyperlipidaemia	P07949	RET
hyperlipidaemia	P08311	CTSG
hyperlipidaemia	P09917	ALOX5
hyperlipidaemia	P10826	RARB
hyperlipidaemia	P11473	VDR
hyperlipidaemia	P13612	ITGA4
hyperlipidaemia	P13631	RARG
hyperlipidaemia	P14780	MMP9
hyperlipidaemia	P15056	BRAF
hyperlipidaemia	P17252	PRKCA
hyperlipidaemia	P17612	PRKACA
hyperlipidaemia	P20292	ALOX5AP
hyperlipidaemia	P22460	KCNA5
hyperlipidaemia	P27338	MAOB
hyperlipidaemia	P30556	AGTR1
hyperlipidaemia	P31639	SLC5A2
hyperlipidaemia	P32238	CCKAR
hyperlipidaemia	P34913	EPHX2
hyperlipidaemia	P35367	HRH1
hyperlipidaemia	P37288	AVPR1A
hyperlipidaemia	P43116	PTGER2
hyperlipidaemia	P50406	HTR6
hyperlipidaemia	P51681	CCR5
hyperlipidaemia	P55263	ADK
hyperlipidaemia	P62937	PPIA
hyperlipidaemia	Q16445	GABRA6
hyperlipidaemia	Q6V1X1	DPP8
hyperlipidaemia	Q99808	SLC29A1
hyperlipidaemia	Q9BY41	HDAC8
hyperlipidaemia	Q9H244	P2RY12
hyperlipidaemia	Q9NYA1	SPHK1
bone_disorder	O14757	CHEK1
bone_disorder	O14920	IKBKB
bone_disorder	O43613	HCRTR1
bone_disorder	O60674	JAK2
bone_disorder	O95822	MLYCD
bone_disorder	P00748	F12
bone_disorder	P04035	HMGCR
bone_disorder	P11473	VDR
bone_disorder	P11597	CETP
bone_disorder	P14324	FDPS
bone_disorder	P14920	DAO
bone_disorder	P15056	BRAF
bone_disorder	P15121	AKR1B1
bone_disorder	P16109	SELP
bone_disorder	P19438	TNFRSF1A
bone_disorder	P19634	SLC9A1
bone_disorder	P19793	RXRA
bone_disorder	P20292	ALOX5AP
bone_disorder	P20648	ATP4A
bone_disorder	P24941	CDK2
bone_disorder	P25105	PTAFR
bone_disorder	P29275	ADORA2B
bone_disorder	P30542	ADORA1
bone_disorder	P31391	SSTR4
bone_disorder	P31749	AKT1
bone_disorder	P32297	CHRNA3
bone_disorder	P34972	CNR2
bone_disorder	P34998	CRHR1
bone_disorder	P35348	ADRA1A
bone_disorder	P35367	HRH1
bone_disorder	P36888	FLT3
bone_disorder	P42338	PIK3CB
bone_disorder	P42785	PRCP
bone_disorder	P43116	PTGER2
bone_disorder	P47900	P2RY1
bone_disorder	P48039	MTNR1A
bone_disorder	P48736	PIK3CG
bone_disorder	P53779	MAPK10
bone_disorder	P62937	PPIA
bone_disorder	Q02750	MAP2K1
bone_disorder	Q03181	PPARD
bone_disorder	Q14416	GRM2
bone_disorder	Q14432	PDE3A
bone_disorder	Q16581	C3AR1
bone_disorder	Q6V1X1	DPP8
bone_disorder	Q86TI2	DPP9
bone_disorder	Q92847	GHSR
bone_disorder	Q969S8	HDAC10
bone_disorder	Q96GD4	AURKB
bone_disorder	Q9GZT9	EGLN1
bone_disorder	Q9H244	P2RY12
bone_disorder	Q9UBN7	HDAC6
bone_disorder	Q9Y251	HPSE
bone_disorder	Q9Y5Z0	BACE2
exostosis	O14757	CHEK1
exostosis	O14939	PLD2
exostosis	O95822	MLYCD
exostosis	P04626	ERBB2
exostosis	P08842	STS
exostosis	P15121	AKR1B1
exostosis	P25105	PTAFR
exostosis	P35348	ADRA1A
exostosis	P41597	CCR2
exostosis	P42336	PIK3CA
exostosis	P42785	PRCP
exostosis	Q13639	HTR4
exostosis	Q13946	PDE7A
exostosis	Q92847	GHSR
exostosis	Q96GD4	AURKB
exostosis	Q9Y5Y4	PTGDR2
bone_pain	O14684	PTGES
bone_pain	O14920	IKBKB
bone_pain	O60341	KDM1A
bone_pain	P11597	CETP
bone_pain	P14416	DRD2
bone_pain	P15144	ANPEP
bone_pain	P19438	TNFRSF1A
bone_pain	P19634	SLC9A1
bone_pain	P19793	RXRA
bone_pain	P21728	DRD1
bone_pain	P23280	CA6
bone_pain	P24941	CDK2
bone_pain	P30542	ADORA1
bone_pain	P31391	SSTR4
bone_pain	P31644	GABRA5
bone_pain	P32246	CCR1
bone_pain	P34972	CNR2
bone_pain	P37268	FDFT1
bone_pain	P41145	OPRK1
bone_pain	P42345	MTOR
bone_pain	P48147	PREP
bone_pain	P50579	METAP2
bone_pain	P68400	CSNK2A1
bone_pain	Q969S8	HDAC10
bone_pain	Q9H228	S1PR5
pain_in_jaw	O95822	MLYCD
pain_in_jaw	P36888	FLT3
pain_in_jaw	P42785	PRCP
pain_in_jaw	P46098	HTR3A
pain_in_jaw	Q13639	HTR4
pain_in_jaw	Q86TI2	DPP9
pain_in_jaw	Q9Y251	HPSE
arthritis	O15379	HDAC3
arthritis	O60725	ICMT
arthritis	P17612	PRKACA
arthritis	P18405	SRD5A1
arthritis	P19634	SLC9A1
arthritis	P32238	CCKAR
arthritis	P32297	CHRNA3
arthritis	P43235	CTSK
arthritis	Q6V1X1	DPP8
arthritis	Q9NYA1	SPHK1
arthritis	Q9UHL4	DPP7
joint_range_of_motion_decreased	P03956	MMP1
joint_range_of_motion_decreased	P04035	HMGCR
joint_range_of_motion_decreased	P04150	NR3C1
joint_range_of_motion_decreased	P10826	RARB
joint_range_of_motion_decreased	P15056	BRAF
joint_range_of_motion_decreased	P23458	JAK1
joint_range_of_motion_decreased	P25774	CTSS
joint_range_of_motion_decreased	P27815	PDE4A
joint_range_of_motion_decreased	P35348	ADRA1A
joint_range_of_motion_decreased	P80365	HSD11B2
joint_range_of_motion_decreased	Q16445	GABRA6
joint_range_of_motion_decreased	Q9BUB5	MKNK1
joint_range_of_motion_decreased	Q9Y2D0	CA5B
joint_range_of_motion_decreased	Q9Y5Y4	PTGDR2
joint_stiffness	O14672	ADAM10
joint_stiffness	O43613	HCRTR1
joint_stiffness	P03372	ESR1
joint_stiffness	P03956	MMP1
joint_stiffness	P08172	CHRM2
joint_stiffness	P09917	ALOX5
joint_stiffness	P11473	VDR
joint_stiffness	P15144	ANPEP
joint_stiffness	P21453	S1PR1
joint_stiffness	P24530	EDNRB
joint_stiffness	P27338	MAOB
joint_stiffness	P30542	ADORA1
joint_stiffness	P31645	SLC6A4
joint_stiffness	P34972	CNR2
joint_stiffness	P36544	CHRNA7
joint_stiffness	P36888	FLT3
joint_stiffness	P43116	PTGER2
joint_stiffness	P48039	MTNR1A
joint_stiffness	P48736	PIK3CG
joint_stiffness	P50281	MMP14
joint_stiffness	Q99500	S1PR3
spinal_osteoarthritis	P00748	F12
spinal_osteoarthritis	P04035	HMGCR
spinal_osteoarthritis	P16109	SELP
spinal_osteoarthritis	P17612	PRKACA
spinal_osteoarthritis	P20309	CHRM3
spinal_osteoarthritis	P28221	HTR1D
spinal_osteoarthritis	P30556	AGTR1
spinal_osteoarthritis	P35367	HRH1
spinal_osteoarthritis	P49286	MTNR1B
spinal_osteoarthritis	Q05655	PRKCD
spinal_osteoarthritis	Q8TDS4	HCAR2
spinal_osteoarthritis	Q9Y233	PDE10A
myositis	P00748	F12
myositis	P04150	NR3C1
myositis	P09467	FBP1
myositis	P16109	SELP
myositis	P22303	ACHE
myositis	P23975	SLC6A2
myositis	P25090	FPR2
myositis	P43116	PTGER2
myositis	P47900	P2RY1
myositis	P48039	MTNR1A
myositis	P50281	MMP14
myositis	P53667	LIMK1
myositis	P56524	HDAC4
myositis	P61073	CXCR4
myositis	P62937	PPIA
myositis	P98170	XIAP
myositis	Q07912	TNK2
myositis	Q8TDS4	HCAR2
myositis	Q92731	ESR2
myositis	Q9Y239	NOD1
fibromyalgia	P18405	SRD5A1
fibromyalgia	P39900	MMP12
fibromyalgia	P42345	MTOR
fibromyalgia	Q13946	PDE7A
myalgia	O14965	AURKA
myalgia	O95399	UTS2
myalgia	O95822	MLYCD
myalgia	P06213	INSR
myalgia	P10721	KIT
myalgia	P12931	SRC
myalgia	P15144	ANPEP
myalgia	P15538	CYP11B1
myalgia	P16109	SELP
myalgia	P23280	CA6
myalgia	P25090	FPR2
myalgia	P27338	MAOB
myalgia	P32297	CHRNA3
myalgia	P43004	SLC1A2
myalgia	P47869	GABRA2
myalgia	P47900	P2RY1
myalgia	P53667	LIMK1
myalgia	P55072	VCP
myalgia	P55212	CASP6
myalgia	P80365	HSD11B2
myalgia	Q02763	TEK
myalgia	Q12908	SLC10A2
myalgia	Q86TI2	DPP9
myalgia	Q86X55	CARM1
myalgia	Q9Y5N1	HRH3
muscle_atrophy	P00740	F9
muscle_atrophy	P00748	F12
muscle_atrophy	P04035	HMGCR
muscle_atrophy	P16109	SELP
muscle_atrophy	P20309	CHRM3
muscle_atrophy	P21728	DRD1
muscle_atrophy	P22894	MMP8
muscle_atrophy	P24941	CDK2
muscle_atrophy	P30542	ADORA1
muscle_atrophy	P34998	CRHR1
muscle_atrophy	P35348	ADRA1A
muscle_atrophy	P35367	HRH1
muscle_atrophy	P53779	MAPK10
muscle_atrophy	P61073	CXCR4
muscle_atrophy	Q05655	PRKCD
muscle_atrophy	Q14416	GRM2
muscle_atrophy	Q16445	GABRA6
muscle_atrophy	Q99808	SLC29A1
muscle_twitching	O14939	PLD2
muscle_twitching	O75173	ADAMTS4
muscle_twitching	P00748	F12
muscle_twitching	P00797	REN
muscle_twitching	P04150	NR3C1
muscle_twitching	P06401	PGR
muscle_twitching	P07384	CAPN1
muscle_twitching	P08238	HSP90AB1
muscle_twitching	P08912	CHRM5
muscle_twitching	P09917	ALOX5
muscle_twitching	P13612	ITGA4
muscle_twitching	P13945	ADRB3
muscle_twitching	P14920	DAO
muscle_twitching	P19793	RXRA
muscle_twitching	P21728	DRD1
muscle_twitching	P22894	MMP8
muscle_twitching	P23443	RPS6KB1
muscle_twitching	P23975	SLC6A2
muscle_twitching	P29371	TACR3
muscle_twitching	P30291	WEE1
muscle_twitching	P30542	ADORA1
muscle_twitching	P32246	CCR1
muscle_twitching	P35348	ADRA1A
muscle_twitching	P37058	HSD17B3
muscle_twitching	P39900	MMP12
muscle_twitching	P41143	OPRD1
muscle_twitching	P41597	CCR2
muscle_twitching	P42345	MTOR
muscle_twitching	P42785	PRCP
muscle_twitching	P46098	HTR3A
muscle_twitching	P53779	MAPK10
muscle_twitching	P56524	HDAC4
muscle_twitching	P68400	CSNK2A1
muscle_twitching	Q01959	SLC6A3
muscle_twitching	Q13002	GRIK2
muscle_twitching	Q13627	DYRK1A
muscle_twitching	Q16445	GABRA6
muscle_twitching	Q16581	C3AR1
muscle_twitching	Q8TCT1	PHOSPHO1
muscle_twitching	Q92847	GHSR
muscle_twitching	Q96GD4	AURKB
muscle_twitching	Q9HAZ1	CLK4
muscle_twitching	Q9Y233	PDE10A
muscle_twitching	Q9Y5Y4	PTGDR2
restless_legs_syndrome	O14757	CHEK1
restless_legs_syndrome	P00748	F12
restless_legs_syndrome	P06401	PGR
restless_legs_syndrome	P08238	HSP90AB1
restless_legs_syndrome	P08908	HTR1A
restless_legs_syndrome	P08912	CHRM5
restless_legs_syndrome	P09917	ALOX5
restless_legs_syndrome	P11473	VDR
restless_legs_syndrome	P42785	PRCP
restless_legs_syndrome	P48147	PREP
restless_legs_syndrome	P68400	CSNK2A1
restless_legs_syndrome	Q13946	PDE7A
restless_legs_syndrome	Q92847	GHSR
restless_legs_syndrome	Q9HAZ1	CLK4
muscle_rigidity	O14757	CHEK1
muscle_rigidity	O43570	CA12
muscle_rigidity	O60218	AKR1B10
muscle_rigidity	P00533	EGFR
muscle_rigidity	P00748	F12
muscle_rigidity	P04626	ERBB2
muscle_rigidity	P07384	CAPN1
muscle_rigidity	P08246	ELANE
muscle_rigidity	P08709	F7
muscle_rigidity	P08908	HTR1A
muscle_rigidity	P08912	CHRM5
muscle_rigidity	P10721	KIT
muscle_rigidity	P13497	BMP1
muscle_rigidity	P21728	DRD1
muscle_rigidity	P23280	CA6
muscle_rigidity	P23975	SLC6A2
muscle_rigidity	P25105	PTAFR
muscle_rigidity	P27815	PDE4A
muscle_rigidity	P29371	TACR3
muscle_rigidity	P30968	GNRHR
muscle_rigidity	P35348	ADRA1A
muscle_rigidity	P37058	HSD17B3
