Entry	Entry name	Status	Gene names
P02808	STAT_HUMAN	reviewed	STATH
P82094	TMF1_HUMAN	reviewed	TMF1 ARA160
O76038	SEGN_HUMAN	reviewed	SCGN SECRET
A2RU48	SMCO3_HUMAN	reviewed	SMCO3 C12orf69
Q32MQ0	ZN750_HUMAN	reviewed	ZNF750
Q96GE5	ZN799_HUMAN	reviewed	ZNF799 ZNF842
A2RUG3	XKRY2_HUMAN	reviewed	XKRY2
P57075	UBS3A_HUMAN	reviewed	UBASH3A STS2
Q6PJI9	WDR59_HUMAN	reviewed	WDR59 KIAA1923 FP977
Q9Y6I4	UBP3_HUMAN	reviewed	USP3
P22310	UD14_HUMAN	reviewed	UGT1A4 GNT1 UGT1
Q96QU8	XPO6_HUMAN	reviewed	XPO6 KIAA0370 RANBP20
O75795	UDB17_HUMAN	reviewed	UGT2B17
Q8TBK6	ZCH10_HUMAN	reviewed	ZCCHC10
Q969E3	UCN3_HUMAN	reviewed	UCN3 SPC
Q49AA0	ZFP69_HUMAN	reviewed	ZFP69 ZNF642
Q99592	ZBT18_HUMAN	reviewed	ZBTB18 RP58 TAZ1 ZNF238
Q9UDW3	ZMAT5_HUMAN	reviewed	ZMAT5
A6NH52	TV23A_HUMAN	reviewed	TVP23A FAM18A
Q8NAQ8	YP023_HUMAN	reviewed	
Q5EBL2	ZN628_HUMAN	reviewed	ZNF628
A0A0B4J238	TVA12_HUMAN	reviewed	TRAV1-2
Q9UID6	ZN639_HUMAN	reviewed	ZNF639 ZASC1
A0A075B6W5	TVA23_HUMAN	reviewed	TRAV23DV6
Q96CK0	ZN653_HUMAN	reviewed	ZNF653 ZIP67
Q8N3J9	ZN664_HUMAN	reviewed	ZNF664 ZFOC1 ZNF176
Q9BYN7	ZN341_HUMAN	reviewed	ZNF341
Q96AE7	TTC17_HUMAN	reviewed	TTC17
Q9BSA4	TTYH2_HUMAN	reviewed	TTYH2 C17orf29
A0A0B4J235	TVAM2_HUMAN	reviewed	TRAV13-2
A0A5B6	TVB28_HUMAN	reviewed	TRBV28 TCRBV3S1
A0A1B0GX68	TVB2_HUMAN	reviewed	TRBV2
A0A1B0GX31	TVB76_HUMAN	reviewed	TRBV7-6
Q6X784	ZPBP2_HUMAN	reviewed	ZPBP2 ZPBPL
Q14191	WRN_HUMAN	reviewed	WRN RECQ3 RECQL2
A0A0K0K1C0	TVBK1_HUMAN	reviewed	TRBV11-1
A0A584	TVBK2_HUMAN	reviewed	TRBV11-2 TCRBV21S3A2N2T
O60304	ZN500_HUMAN	reviewed	ZNF500 KIAA0557 ZKSCAN18
Q9BUY5	ZN426_HUMAN	reviewed	ZNF426
Q8N9W7	YO010_HUMAN	reviewed	
Q8N7K0	ZN433_HUMAN	reviewed	ZNF433
P54219	VMAT1_HUMAN	reviewed	SLC18A1 VAT1 VMAT1
O95670	VATG2_HUMAN	reviewed	ATP6V1G2 ATP6G ATP6G2 NG38
Q02447	SP3_HUMAN	reviewed	SP3
Q8N6I4	TM251_HUMAN	reviewed	TMEM251 C14orf109
P10600	TGFB3_HUMAN	reviewed	TGFB3
O00322	UPK1A_HUMAN	reviewed	UPK1A TSPAN21
A0A0J9YY54	TX13D_HUMAN	reviewed	TEX13D
P98155	VLDLR_HUMAN	reviewed	VLDLR
Q9H171	ZBP1_HUMAN	reviewed	ZBP1 C20orf183 DLM1
Q86T29	ZN605_HUMAN	reviewed	ZNF605
Q86XI8	ZSWM9_HUMAN	reviewed	ZSWIM9 C19orf68
Q9UNY4	TTF2_HUMAN	reviewed	TTF2
Q7RTZ2	U17L1_HUMAN	reviewed	USP17L1 USP17L USP17L1P
Q8N554	ZN276_HUMAN	reviewed	ZNF276 CENP-Z ZFP276 ZNF477
Q9UPX0	TUTLB_HUMAN	reviewed	IGSF9B KIAA1030
Q9P1D8	YP008_HUMAN	reviewed	PRO2289
Q96NJ3	ZN285_HUMAN	reviewed	ZNF285 ZNF285A
A0A075B6X5	TVA18_HUMAN	reviewed	TRAV18
Q8IYN0	ZN100_HUMAN	reviewed	ZNF100
P22415	USF1_HUMAN	reviewed	USF1 BHLHB11 USF
Q6ZVT0	TTL10_HUMAN	reviewed	TTLL10
Q6WRX3	ZY11A_HUMAN	reviewed	ZYG11A ZYG11
P52736	ZN133_HUMAN	reviewed	ZNF133 ZNF150
A0A087WV62	TVB16_HUMAN	reviewed	TRBV16
Q8N5P1	ZC3H8_HUMAN	reviewed	ZC3H8 ZC3HDC8
A0A5B7	TVB29_HUMAN	reviewed	TRBV29-1 TCRBV4S1A1T
Q9H963	ZN702_HUMAN	reviewed	ZNF702P ZNF702
P0CB48	UBFL6_HUMAN	reviewed	UBTFL6
Q2NL98	VMAC_HUMAN	reviewed	VMAC
Q6P9A1	ZN530_HUMAN	reviewed	ZNF530 KIAA1508
Q5EBM4	ZN542_HUMAN	reviewed	ZNF542P ZNF542
Q8N587	ZN561_HUMAN	reviewed	ZNF561
P62760	VISL1_HUMAN	reviewed	VSNL1 VISL1
Q5BKY6	YV018_HUMAN	reviewed	
P38606	VATA_HUMAN	reviewed	ATP6V1A ATP6A1 ATP6V1A1 VPP2
Q7Z7G8	VP13B_HUMAN	reviewed	VPS13B CHS1 COH1 KIAA0532
Q96PP4	TSG13_HUMAN	reviewed	TSGA13
Q8TBR7	TLC3A_HUMAN	reviewed	TLCD3A FAM57A
P0C264	SBK3_HUMAN	reviewed	SBK3 SGK110
O75643	U520_HUMAN	reviewed	SNRNP200 ASCC3L1 HELIC2 KIAA0788
Q7Z403	TMC6_HUMAN	reviewed	TMC6 EVER1 EVIN1
P51864	TDGF3_HUMAN	reviewed	TDGF1P3 CRIPTO3 TDGF2 TDGF3
Q6P589	TP8L2_HUMAN	reviewed	TNFAIP8L2
Q9NQ55	SSF1_HUMAN	reviewed	PPAN BXDC3 SSF1
Q8TBZ6	TM10A_HUMAN	reviewed	TRMT10A RG9MTD2
Q96EE3	SEH1_HUMAN	reviewed	SEH1L SEC13L SEH1
Q9NRA0	SPHK2_HUMAN	reviewed	SPHK2 SK2
O60602	TLR5_HUMAN	reviewed	TLR5 TIL3
A0A075B6Y9	TJA42_HUMAN	reviewed	TRAJ42
Q5VWQ0	RSBN1_HUMAN	reviewed	RSBN1
Q96PL2	TECTB_HUMAN	reviewed	TECTB
Q5JNZ5	RS26L_HUMAN	reviewed	RPS26P11 RPS26L1
P01286	SLIB_HUMAN	reviewed	GHRH GHRF
Q6PK81	ZN773_HUMAN	reviewed	ZNF773 ZNF419B
Q9HBM0	VEZA_HUMAN	reviewed	VEZT
Q9NVA1	UQCC1_HUMAN	reviewed	UQCC1 BZFB C20orf44 UQCC
Q9UBQ0	VPS29_HUMAN	reviewed	VPS29 DC15 DC7 MDS007
P63123	VPK18_HUMAN	reviewed	ERVK-18
Q70EL4	UBP43_HUMAN	reviewed	USP43
P0CG23	ZN853_HUMAN	reviewed	ZNF853
Q9NZI7	UBIP1_HUMAN	reviewed	UBP1 LBP1
P42681	TXK_HUMAN	reviewed	TXK PTK4 RLK
Q8TBZ3	WDR20_HUMAN	reviewed	WDR20
P06133	UD2B4_HUMAN	reviewed	UGT2B4 UGT2B11
P16662	UD2B7_HUMAN	reviewed	UGT2B7 UGTB2B9
Q64LD2	WDR25_HUMAN	reviewed	WDR25 C14orf67
Q6ZS52	YF013_HUMAN	reviewed	
P17014	ZNF12_HUMAN	reviewed	ZNF12 GIOT3 KOX3 ZNF325
O75896	TUSC2_HUMAN	reviewed	TUSC2 C3orf11 FUS1 LGCC PDAP2
P17020	ZNF16_HUMAN	reviewed	ZNF16 HZF1 KOX9
Q70EL1	UBP54_HUMAN	reviewed	USP54 C10orf29
Q9UMW8	UBP18_HUMAN	reviewed	USP18 ISG43
Q7Z7D3	VTCN1_HUMAN	reviewed	VTCN1 B7H4 UNQ659/PRO1291
Q8TAG5	VTM2A_HUMAN	reviewed	VSTM2A VSTM2
Q9H1B5	XYLT2_HUMAN	reviewed	XYLT2 XT2 UNQ3058/PRO9878
P11172	UMPS_HUMAN	reviewed	UMPS OK/SW-cl.21
Q8WWF5	ZNRF4_HUMAN	reviewed	ZNRF4 RNF204
Q9H3S7	PTN23_HUMAN	reviewed	PTPN23 KIAA1471
Q6PEY2	TBA3E_HUMAN	reviewed	TUBA3E
Q92185	SIA8A_HUMAN	reviewed	ST8SIA1 SIAT8 SIAT8A
Q96HE8	TMM80_HUMAN	reviewed	TMEM80
P23975	SC6A2_HUMAN	reviewed	SLC6A2 NAT1 NET1 SLC6A5
P59282	TPPP2_HUMAN	reviewed	TPPP2 C14orf8
P0CI01	SPDE6_HUMAN	reviewed	SPDYE6
Q9H2K2	TNKS2_HUMAN	reviewed	TNKS2 PARP5B TANK2 TNKL
Q66K66	TM198_HUMAN	reviewed	TMEM198
Q9NSI8	SAMN1_HUMAN	reviewed	SAMSN1 HACS1
Q5VWJ9	SNX30_HUMAN	reviewed	SNX30
P48788	TNNI2_HUMAN	reviewed	TNNI2
Q9BT49	THAP7_HUMAN	reviewed	THAP7
P30872	SSR1_HUMAN	reviewed	SSTR1
Q9BWD3	RTL8A_HUMAN	reviewed	RTL8A CXX1B FAM127B MAR8A
Q9BU70	TRMO_HUMAN	reviewed	TRMO C9orf156 HSPC219
Q8NE28	STKL1_HUMAN	reviewed	STKLD1 C9orf96 SGK071
Q9BZJ4	S2539_HUMAN	reviewed	SLC25A39 CGI-69 PRO2163
P43308	SSRB_HUMAN	reviewed	SSR2 TRAPB HSD25
Q6UXF1	TM108_HUMAN	reviewed	TMEM108 KIAA1690 RTLN UNQ1875/PRO4318
Q9BZD6	TMG4_HUMAN	reviewed	PRRG4 PRGP4 TMG4
P17900	SAP3_HUMAN	reviewed	GM2A
P31639	SC5A2_HUMAN	reviewed	SLC5A2 SGLT2
Q969W0	SPTSA_HUMAN	reviewed	SPTSSA C14orf147 SSSPTA
Q6I9Y2	THOC7_HUMAN	reviewed	THOC7 NIF3L1BP1
Q16890	TPD53_HUMAN	reviewed	TPD52L1
Q92547	TOPB1_HUMAN	reviewed	TOPBP1 KIAA0259
Q9BVL4	SELO_HUMAN	reviewed	SELENOO SELO
Q15399	TLR1_HUMAN	reviewed	TLR1 KIAA0012
Q9UKI8	TLK1_HUMAN	reviewed	TLK1 KIAA0137
Q12770	SCAP_HUMAN	reviewed	SCAP KIAA0199 PSEC0227
Q7L0Y3	TM10C_HUMAN	reviewed	TRMT10C MRPP1 RG9MTD1
Q9UID3	VPS51_HUMAN	reviewed	VPS51 ANG2 C11orf2 C11orf3 FFR PP5382
P39019	RS19_HUMAN	reviewed	RPS19
P17752	TPH1_HUMAN	reviewed	TPH1 TPH TPRH TRPH
Q9BVX2	T106C_HUMAN	reviewed	TMEM106C EMOC
Q6ZU15	SEP14_HUMAN	reviewed	SEPTIN14 SEPT14
O60264	SMCA5_HUMAN	reviewed	SMARCA5 SNF2H WCRF135
Q9NYK1	TLR7_HUMAN	reviewed	TLR7 UNQ248/PRO285
Q969G3	SMCE1_HUMAN	reviewed	SMARCE1 BAF57
Q9Y5J6	T10B_HUMAN	reviewed	TIMM10B FXC1 TIM9B TIMM9B
Q5VZQ5	TEX36_HUMAN	reviewed	TEX36 C10orf122
Q9H6E5	STPAP_HUMAN	reviewed	TUT1 RBM21
Q9H6X4	TM134_HUMAN	reviewed	TMEM134
Q6ZNM6	TEX43_HUMAN	reviewed	TEX43 C5orf48
Q8N412	STPG2_HUMAN	reviewed	STPG2 C4orf37
Q8N801	STPG4_HUMAN	reviewed	STPG4 C2orf61
Q6UXX9	RSPO2_HUMAN	reviewed	RSPO2 UNQ9384/PRO34209
A0A0A0MT87	TJB24_HUMAN	reviewed	TRBJ2-4
Q6ZUT4	YL014_HUMAN	reviewed	
C9J7I0	UMAD1_HUMAN	reviewed	UMAD1 RPA3-AS1 RPA3OS
Q96H79	ZCCHL_HUMAN	reviewed	ZC3HAV1L C7orf39
P42680	TEC_HUMAN	reviewed	TEC PSCTK4
Q9BVK8	TM147_HUMAN	reviewed	TMEM147
Q9Y230	RUVB2_HUMAN	reviewed	RUVBL2 INO80J TIP48 TIP49B CGI-46
Q08AF3	SLFN5_HUMAN	reviewed	SLFN5
P62854	RS26_HUMAN	reviewed	RPS26
O95164	UBL3_HUMAN	reviewed	UBL3 PNSC1
Q6IQ21	ZN770_HUMAN	reviewed	ZNF770
Q6ZS92	YD022_HUMAN	reviewed	
Q96PU4	UHRF2_HUMAN	reviewed	UHRF2 NIRF RNF107
Q96MX6	WDR92_HUMAN	reviewed	WDR92
Q6ZS81	WDFY4_HUMAN	reviewed	WDFY4 C10orf64 KIAA1607
Q99986	VRK1_HUMAN	reviewed	VRK1
Q9H9J4	UBP42_HUMAN	reviewed	USP42
O60290	ZN862_HUMAN	reviewed	ZNF862 KIAA0543
Q8NEX6	WFD11_HUMAN	reviewed	WFDC11 WAP11
A6NDX5	ZN840_HUMAN	reviewed	ZNF840P C20orf157 ZNF840
P35544	UBIM_HUMAN	reviewed	FAU
Q9BV38	WDR18_HUMAN	reviewed	WDR18
P67809	YBOX1_HUMAN	reviewed	YBX1 NSEP1 YB1
Q9UPR6	ZFR2_HUMAN	reviewed	ZFR2 KIAA1086
Q96JG9	ZN469_HUMAN	reviewed	ZNF469 KIAA1858
Q8WVJ9	TWST2_HUMAN	reviewed	TWIST2 BHLHA39 DERMO1
Q6ZNC4	ZN704_HUMAN	reviewed	ZNF704
Q96F45	ZN503_HUMAN	reviewed	ZNF503 NOLZ1
Q9HCC6	HES4_HUMAN	reviewed	HES4 BHLHB42
C9JBD0	KRBX1_HUMAN	reviewed	KRBOX1
P11047	LAMC1_HUMAN	reviewed	LAMC1 LAMB2
P01611	KVD12_HUMAN	reviewed	IGKV1D-12
Q9BWT3	PAPOG_HUMAN	reviewed	PAPOLG PAP2 PAPG
Q9NZQ7	PD1L1_HUMAN	reviewed	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1
O60422	ONEC3_HUMAN	reviewed	ONECUT3
Q99811	PRRX2_HUMAN	reviewed	PRRX2 PMX2 PRX2
P60321	NANO2_HUMAN	reviewed	NANOS2 NOS2
Q9Y5H7	PCDA5_HUMAN	reviewed	PCDHA5 CNRS6
A6NGQ2	OOEP_HUMAN	reviewed	OOEP C6orf156 KHDC2 OEP19
Q8IYB4	PEX5R_HUMAN	reviewed	PEX5L PEX5R PXR2
Q8TDC0	MYOZ3_HUMAN	reviewed	MYOZ3 FRP3
Q9BVI4	NOC4L_HUMAN	reviewed	NOC4L
Q5SV97	PERM1_HUMAN	reviewed	PERM1 C1orf170
Q9Y237	PIN4_HUMAN	reviewed	PIN4
Q96TA1	NIBA2_HUMAN	reviewed	NIBAN2 C9orf88 FAM129B
Q8TCI5	PIFO_HUMAN	reviewed	PIFO C1orf88
P78356	PI42B_HUMAN	reviewed	PIP4K2B PIP5K2B
P10276	RARA_HUMAN	reviewed	RARA NR1B1
O60896	RAMP3_HUMAN	reviewed	RAMP3
P40938	RFC3_HUMAN	reviewed	RFC3
O15034	RIMB2_HUMAN	reviewed	RIMBP2 KIAA0318 RBP2
Q56P42	PYDC2_HUMAN	reviewed	PYDC2 POP2
Q8IXT5	RB12B_HUMAN	reviewed	RBM12B
P48378	RFX2_HUMAN	reviewed	RFX2
Q9HCM1	RESF1_HUMAN	reviewed	RESF1 C12orf35 KIAA1551
Q92930	RAB8B_HUMAN	reviewed	RAB8B
Q13123	RED_HUMAN	reviewed	IK RED RER
Q8NFH8	REPS2_HUMAN	reviewed	REPS2 POB1
Q6ZWK4	RHEX_HUMAN	reviewed	RHEX C1orf186
Q9Y3Y4	PYGO1_HUMAN	reviewed	PYGO1
Q8N264	RHG24_HUMAN	reviewed	ARHGAP24 FILGAP
Q9Y3P9	RBGP1_HUMAN	reviewed	RABGAP1 HSPC094
Q7L7X3	TAOK1_HUMAN	reviewed	TAOK1 KIAA1361 MAP3K16 MARKK
Q06643	TNFC_HUMAN	reviewed	LTB TNFC TNFSF3
Q8IVF5	TIAM2_HUMAN	reviewed	TIAM2 KIAA2016 STEF
A0A286YFG1	SCGR8_HUMAN	reviewed	SCYGR8 KRTAP28-8
Q5MJ68	SPDYC_HUMAN	reviewed	SPDYC
Q9Y210	TRPC6_HUMAN	reviewed	TRPC6 TRP6
Q96JE7	SC16B_HUMAN	reviewed	SEC16B KIAA1928 LZTR2 RGPR SEC16S
Q9Y275	TN13B_HUMAN	reviewed	TNFSF13B BAFF BLYS TALL1 TNFSF20 ZTNF4 UNQ401/PRO738
Q8WV19	SFT2A_HUMAN	reviewed	SFT2D1 C6orf83
Q96CS4	ZN689_HUMAN	reviewed	ZNF689
O14628	ZN195_HUMAN	reviewed	ZNF195 ZNFP104
P21796	VDAC1_HUMAN	reviewed	VDAC1 VDAC
Q9BY31	ZN717_HUMAN	reviewed	ZNF717
Q9Y2Q1	ZN257_HUMAN	reviewed	ZNF257 BMZF4
Q2TBF2	WSCD2_HUMAN	reviewed	WSCD2 KIAA0789
O43296	ZN264_HUMAN	reviewed	ZNF264 KIAA0412
Q96ME7	ZN512_HUMAN	reviewed	ZNF512 KIAA1805
O76076	WISP2_HUMAN	reviewed	WISP2 CCN5 CT58 CTGFL UNQ228/PRO261
Q63HN8	RN213_HUMAN	reviewed	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR
Q9NW64	RBM22_HUMAN	reviewed	RBM22 ZC3H16 199G4
Q6ZP01	RBM44_HUMAN	reviewed	RBM44
Q5H9L2	TCAL5_HUMAN	reviewed	TCEAL5
Q9BRU2	TCAL7_HUMAN	reviewed	TCEAL7
P0DKX4	SIM18_HUMAN	reviewed	SMIM18
Q99611	SPS2_HUMAN	reviewed	SEPHS2 SPS2
Q15404	RSU1_HUMAN	reviewed	RSU1 RSP1
Q9BPZ7	SIN1_HUMAN	reviewed	MAPKAP1 MIP1 SIN1
Q9NSD9	SYFB_HUMAN	reviewed	FARSB FARSLB FRSB HSPC173
A8MV23	SERP3_HUMAN	reviewed	SERPINE3
Q3SXP7	SHSL1_HUMAN	reviewed	SHISAL1 KIAA1644
A0A286YEX9	SCGRX_HUMAN	reviewed	SCYGR10 KRTAP28p2
Q8NFZ5	TNIP2_HUMAN	reviewed	TNIP2 ABIN2 FLIP1
Q6ZQQ2	S31D1_HUMAN	reviewed	SPATA31D1 FAM75D1
H3BV60	TGR3L_HUMAN	reviewed	TGFBR3L
Q96KP6	TNIP3_HUMAN	reviewed	TNIP3 ABIN3 LIND
Q17RP2	TIGD6_HUMAN	reviewed	TIGD6
P55072	TERA_HUMAN	reviewed	VCP
Q9Y2D2	S35A3_HUMAN	reviewed	SLC35A3
Q96PI1	SPRR4_HUMAN	reviewed	SPRR4
Q13884	SNTB1_HUMAN	reviewed	SNTB1 SNT2B1
A6NE52	WDR97_HUMAN	reviewed	WDR97 KIAA1875
Q9Y397	ZDHC9_HUMAN	reviewed	ZDHHC9 CXorf11 ZDHHC10 ZNF379 ZNF380 CGI-89 UNQ261/PRO298
P51504	ZNF80_HUMAN	reviewed	ZNF80
O75691	UTP20_HUMAN	reviewed	UTP20 DRIM
O95409	ZIC2_HUMAN	reviewed	ZIC2
O96006	ZBED1_HUMAN	reviewed	ZBED1 ALTE DREF KIAA0785 TRAMP
Q8NEW0	ZNT7_HUMAN	reviewed	SLC30A7 ZNT7 ZNTL2
Q8ND82	Z280C_HUMAN	reviewed	ZNF280C SUHW3 ZNF633
O95922	TTLL1_HUMAN	reviewed	TTLL1 C22orf7
P31629	ZEP2_HUMAN	reviewed	HIVEP2
P40126	TYRP2_HUMAN	reviewed	DCT TYRP2
Q13105	ZBT17_HUMAN	reviewed	ZBTB17 MIZ1 ZNF151 ZNF60
P24278	ZBT25_HUMAN	reviewed	ZBTB25 C14orf51 KUP ZNF46
O15535	ZSC9_HUMAN	reviewed	ZSCAN9 ZNF193 PIG12
O60688	YPEL1_HUMAN	reviewed	YPEL1 FKSG3
Q2VY69	ZN284_HUMAN	reviewed	ZNF284 ZNF284L
Q96RE9	ZN300_HUMAN	reviewed	ZNF300
P0C7H9	U17L7_HUMAN	reviewed	USP17L7
Q99598	TSNAX_HUMAN	reviewed	TSNAX TRAX
Q9P2F9	ZN319_HUMAN	reviewed	ZNF319 KIAA1388
D6R901	U17LL_HUMAN	reviewed	USP17L21
Q9BS34	ZN670_HUMAN	reviewed	ZNF670
P52740	ZN132_HUMAN	reviewed	ZNF132
A0A5B0	TVB14_HUMAN	reviewed	TRBV14 TCRBV14S1 TCRBV16S1A1N1
Q96IT1	ZN496_HUMAN	reviewed	ZNF496 ZKSCAN17
Q9H900	ZWILC_HUMAN	reviewed	ZWILCH
Q8TCN5	ZN507_HUMAN	reviewed	ZNF507 KIAA1084
A6NDX4	YO011_HUMAN	reviewed	
P0DPD5	ZN723_HUMAN	reviewed	ZNF723
Q6P280	ZN529_HUMAN	reviewed	ZNF529 KIAA1615
Q6ZN55	ZN574_HUMAN	reviewed	ZNF574
Q9H7M9	VISTA_HUMAN	reviewed	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412
Q9BSK1	ZN577_HUMAN	reviewed	ZNF577
P21283	VATC1_HUMAN	reviewed	ATP6V1C1 ATP6C ATP6D VATC
P56279	TCL1A_HUMAN	reviewed	TCL1A TCL1
Q15544	TAF11_HUMAN	reviewed	TAF11 TAF2I PRO2134
Q7Z5N4	SDK1_HUMAN	reviewed	SDK1
Q8IYX1	TBC21_HUMAN	reviewed	TBC1D21
P0CL83	ST3L1_HUMAN	reviewed	STAG3L1
O43426	SYNJ1_HUMAN	reviewed	SYNJ1 KIAA0910
Q9C0C2	TB182_HUMAN	reviewed	TNKS1BP1 KIAA1741 TAB182
Q99584	S10AD_HUMAN	reviewed	S100A13
Q8N3V7	SYNPO_HUMAN	reviewed	SYNPO KIAA1029
Q8IZ69	TRM2A_HUMAN	reviewed	TRMT2A HTF9C
O75347	TBCA_HUMAN	reviewed	TBCA
Q8N488	RYBP_HUMAN	reviewed	RYBP DEDAF YEAF1
Q8WUA7	TB22A_HUMAN	reviewed	TBC1D22A C22orf4
Q7Z572	SPT21_HUMAN	reviewed	SPATA21
Q17RD7	SYT16_HUMAN	reviewed	SYT16 STREP14 SYT14L SYT14R
Q86XK3	SFR1_HUMAN	reviewed	SFR1 C10orf78 MEI5 MEIR5
Q8N3T6	T132C_HUMAN	reviewed	TMEM132C
Q9UNH6	SNX7_HUMAN	reviewed	SNX7
P61619	S61A1_HUMAN	reviewed	SEC61A1 SEC61A
Q14142	TRI14_HUMAN	reviewed	TRIM14 KIAA0129
B9ZVM9	TCP2L_HUMAN	reviewed	TCP10L2
Q9UJV3	TRIM1_HUMAN	reviewed	MID2 FXY2 RNF60 TRIM1
Q96ES7	SGF29_HUMAN	reviewed	SGF29 CCDC101
P13805	TNNT1_HUMAN	reviewed	TNNT1 TNT
Q15629	TRAM1_HUMAN	reviewed	TRAM1 TRAM
Q8WTU2	SRB4D_HUMAN	reviewed	SSC4D SRCRB4D
Q9HBY8	SGK2_HUMAN	reviewed	SGK2
Q8IYM9	TRI22_HUMAN	reviewed	TRIM22 RNF94 STAF50
P98077	SHC2_HUMAN	reviewed	SHC2 SCK SHCB
Q13509	TBB3_HUMAN	reviewed	TUBB3 TUBB4
Q8N9V2	TRIML_HUMAN	reviewed	TRIML1 RNF209
Q14247	SRC8_HUMAN	reviewed	CTTN EMS1
Q8NCJ5	SPRY3_HUMAN	reviewed	SPRYD3
Q13761	RUNX3_HUMAN	reviewed	RUNX3 AML2 CBFA3 PEBP2A3
Q96A25	T106A_HUMAN	reviewed	TMEM106A
Q8WVM7	STAG1_HUMAN	reviewed	STAG1 SA1 SCC3
P35716	SOX11_HUMAN	reviewed	SOX11
Q9HD15	SRA1_HUMAN	reviewed	SRA1 PP7684
Q92783	STAM1_HUMAN	reviewed	STAM STAM1
Q6N022	TEN4_HUMAN	reviewed	TENM4 KIAA1302 ODZ4 TNM4
Q9NPL8	TIDC1_HUMAN	reviewed	TIMMDC1 C3orf1 UNQ247/PRO284
O15466	SIA8E_HUMAN	reviewed	ST8SIA5 SIAT8E
O75971	SNPC5_HUMAN	reviewed	SNAPC5 SNAP19
Q9HAW7	UD17_HUMAN	reviewed	UGT1A7 GNT1 UGT1
Q96JC1	VPS39_HUMAN	reviewed	VPS39 KIAA0770 TLP VAM6
Q8IZH2	XRN1_HUMAN	reviewed	XRN1 SEP1
C9JN71	ZN878_HUMAN	reviewed	ZNF878
Q9HD64	XAGE1_HUMAN	reviewed	XAGE1A GAGED2 XAGE1; XAGE1B; XAGE1C; XAGE1D; XAGE1E
Q96GT9	XAGE2_HUMAN	reviewed	XAGE2 GAGED3 XAGE2B
P17021	ZNF17_HUMAN	reviewed	ZNF17 KIAA1947 KOX10
A6NLU5	VTM2B_HUMAN	reviewed	VSTM2B
Q9HA38	ZMAT3_HUMAN	reviewed	ZMAT3 PAG608 WIG1
P51814	ZNF41_HUMAN	reviewed	ZNF41
P17643	TYRP1_HUMAN	reviewed	TYRP1 CAS2 TYRP TYRRP
P35789	ZNF93_HUMAN	reviewed	ZNF93 ZNF505
Q8N3Z6	ZCHC7_HUMAN	reviewed	ZCCHC7 HSPC086
P04275	VWF_HUMAN	reviewed	VWF F8VWF
Q96NJ1	YI001_HUMAN	reviewed	
P25311	ZA2G_HUMAN	reviewed	AZGP1 ZAG ZNGP1
Q9BXE9	VN1R3_HUMAN	reviewed	VN1R3 V1RL3 FKSG46
Q8N823	ZN611_HUMAN	reviewed	ZNF611
O95231	VENTX_HUMAN	reviewed	VENTX HPX42B VENTX2
O95365	ZBT7A_HUMAN	reviewed	ZBTB7A FBI1 LRF ZBTB7 ZNF857A
P62699	YPEL5_HUMAN	reviewed	YPEL5 CGI-127
A8MWP6	YQ019_HUMAN	reviewed	
Q5TCY1	TTBK1_HUMAN	reviewed	TTBK1 BDTK KIAA1855
Q9NY84	VNN3_HUMAN	reviewed	VNN3
Q9H892	TTC12_HUMAN	reviewed	TTC12
A6NHS1	YK042_HUMAN	reviewed	
Q9UHU1	YK039_HUMAN	reviewed	PRO1716
Q16560	U1SBP_HUMAN	reviewed	SNRNP35 HM1 U1SNRNPBP
Q8N0Y2	ZN444_HUMAN	reviewed	ZNF444 EZF2 ZSCAN17
A0A087WT03	TVAZ1_HUMAN	reviewed	TRAV26-1
Q96SE7	ZN347_HUMAN	reviewed	ZNF347 ZNF1111
Q5TFG8	ZC21B_HUMAN	reviewed	ZC2HC1B C6orf94 FAM164B
Q96JH7	VCIP1_HUMAN	reviewed	VCPIP1 KIAA1850 VCIP135
Q15942	ZYX_HUMAN	reviewed	ZYX
A0A578	TVB51_HUMAN	reviewed	TRBV5-1 TCRBV5S1A1T
O95780	ZN682_HUMAN	reviewed	ZNF682
Q06250	WIT1_HUMAN	reviewed	WT1-AS WIT1
O75820	ZN189_HUMAN	reviewed	ZNF189
O14972	VP26C_HUMAN	reviewed	VPS26C DCRA DSCR3 DSCRA
Q96MS0	ROBO3_HUMAN	reviewed	ROBO3
Q5T8P6	RBM26_HUMAN	reviewed	RBM26 C13orf10 PRO1777
Q8N228	SCML4_HUMAN	reviewed	SCML4
Q9UBS9	SUCO_HUMAN	reviewed	SUCO C1orf9 CH1 OPT SLP1
Q7Z4G4	TRM11_HUMAN	reviewed	TRMT11 C6orf75 MDS024
Q6ICL7	S35E4_HUMAN	reviewed	SLC35E4
P23193	TCEA1_HUMAN	reviewed	TCEA1 GTF2S TFIIS
O60939	SCN2B_HUMAN	reviewed	SCN2B UNQ326/PRO386
P59797	SELV_HUMAN	reviewed	SELENOV SELV
Q96RI9	TAAR9_HUMAN	reviewed	TAAR9 TA3 TAR3 TRAR3
Q8N6R1	SERP2_HUMAN	reviewed	SERP2 C13orf21
